ZipCode,Time,Value
60614,2014-09-01,1175100.0
60640,2014-09-01,644400.0
60647,2014-09-01,340500.0
60618,2014-09-01,375400.0
60613,2014-09-01,840800.0
60629,2014-09-01,125300.0
60625,2014-09-01,386000.0
60619,2014-09-01,118600.0
60610,2014-09-01,921000.0
60620,2014-09-01,96800.0
60634,2014-09-01,223300.0
60626,2014-09-01,360800.0
60649,2014-09-01,160200.0
60616,2014-09-01,324500.0
60622,2014-09-01,620600.0
60615,2014-09-01,413600.0
60641,2014-09-01,231300.0
60660,2014-09-01,470100.0
60608,2014-09-01,176400.0
60657,2014-10-01,889900.0
60614,2014-10-01,1173500.0
60640,2014-10-01,651700.0
60647,2014-10-01,343300.0
60618,2014-10-01,374200.0
60613,2014-10-01,843600.0
60629,2014-10-01,126000.0
60625,2014-10-01,385400.0
60619,2014-10-01,118000.0
60610,2014-10-01,924800.0
60620,2014-10-01,95800.0
60634,2014-10-01,223700.0
60626,2014-10-01,362000.0
60649,2014-10-01,160000.0
60616,2014-10-01,321800.0
60622,2014-10-01,619200.0
60615,2014-10-01,415600.0
60641,2014-10-01,231400.0
60660,2014-10-01,473100.0
60608,2014-10-01,176900.0
60657,2014-11-01,891500.0
60614,2014-11-01,1175500.0
60640,2014-11-01,657600.0
60647,2014-11-01,346200.0
60618,2014-11-01,372900.0
60613,2014-11-01,846900.0
60629,2014-11-01,127300.0
60625,2014-11-01,383900.0
60619,2014-11-01,117900.0
60610,2014-11-01,924700.0
60620,2014-11-01,95300.0
60634,2014-11-01,224300.0
60626,2014-11-01,364300.0
60649,2014-11-01,158900.0
60616,2014-11-01,320400.0
60622,2014-11-01,618200.0
60615,2014-11-01,419100.0
60641,2014-11-01,230800.0
60660,2014-11-01,472700.0
60608,2014-11-01,178600.0
60657,2014-12-01,893000.0
60614,2014-12-01,1178500.0
60640,2014-12-01,662000.0
60647,2014-12-01,348200.0
60618,2014-12-01,372400.0
60613,2014-12-01,847800.0
60629,2014-12-01,129300.0
60625,2014-12-01,381600.0
60619,2014-12-01,119700.0
60610,2014-12-01,923300.0
60620,2014-12-01,96200.0
60634,2014-12-01,225200.0
60626,2014-12-01,363700.0
60649,2014-12-01,157900.0
60616,2014-12-01,319900.0
60622,2014-12-01,616700.0
60615,2014-12-01,421600.0
60641,2014-12-01,230900.0
60660,2014-12-01,470500.0
60608,2014-12-01,181500.0
60657,2015-01-01,893000.0
60614,2015-01-01,1176400.0
60640,2015-01-01,662200.0
60647,2015-01-01,350400.0
60618,2015-01-01,373100.0
60613,2015-01-01,846600.0
60629,2015-01-01,130900.0
60625,2015-01-01,380300.0
60619,2015-01-01,121600.0
60610,2015-01-01,920300.0
60620,2015-01-01,97500.0
60634,2015-01-01,225300.0
60626,2015-01-01,361100.0
60649,2015-01-01,158300.0
60616,2015-01-01,317800.0
60622,2015-01-01,616000.0
60615,2015-01-01,423400.0
60641,2015-01-01,231400.0
60660,2015-01-01,470100.0
60608,2015-01-01,183700.0
60657,2015-02-01,895000.0
60614,2015-02-01,1174600.0
60640,2015-02-01,663700.0
60647,2015-02-01,351900.0
60618,2015-02-01,373900.0
60613,2015-02-01,847500.0
60629,2015-02-01,131800.0
60625,2015-02-01,379400.0
60619,2015-02-01,122200.0
60610,2015-02-01,920600.0
60620,2015-02-01,98400.0
60634,2015-02-01,225800.0
60626,2015-02-01,358500.0
60649,2015-02-01,160200.0
60616,2015-02-01,315300.0
60622,2015-02-01,615700.0
60615,2015-02-01,425400.0
60641,2015-02-01,232500.0
60660,2015-02-01,471300.0
60608,2015-02-01,185400.0
60657,2015-03-01,901200.0
60614,2015-03-01,1178500.0
60640,2015-03-01,668700.0
60647,2015-03-01,353700.0
60618,2015-03-01,375000.0
60613,2015-03-01,857300.0
60629,2015-03-01,132600.0
60625,2015-03-01,379800.0
60619,2015-03-01,121300.0
60610,2015-03-01,925800.0
60620,2015-03-01,100600.0
60634,2015-03-01,227300.0
60626,2015-03-01,358000.0
60649,2015-03-01,163100.0
60616,2015-03-01,314700.0
60622,2015-03-01,617400.0
60615,2015-03-01,428200.0
60641,2015-03-01,234400.0
60660,2015-03-01,472800.0
60608,2015-03-01,187900.0
60657,2015-04-01,909400.0
60614,2015-04-01,1185700.0
60640,2015-04-01,673800.0
60647,2015-04-01,359000.0
60618,2015-04-01,376800.0
60613,2015-04-01,869700.0
60629,2015-04-01,133600.0
60625,2015-04-01,381900.0
60619,2015-04-01,120900.0
60610,2015-04-01,933800.0
60620,2015-04-01,103500.0
60634,2015-04-01,229300.0
60626,2015-04-01,358600.0
60649,2015-04-01,167300.0
60616,2015-04-01,315100.0
60622,2015-04-01,623000.0
60615,2015-04-01,431400.0
60641,2015-04-01,237000.0
60660,2015-04-01,474700.0
60608,2015-04-01,191400.0
60657,2015-05-01,915000.0
60614,2015-05-01,1192900.0
60640,2015-05-01,677100.0
60647,2015-05-01,365500.0
60618,2015-05-01,378900.0
60613,2015-05-01,876500.0
60629,2015-05-01,134600.0
60625,2015-05-01,385000.0
60619,2015-05-01,121300.0
60610,2015-05-01,937800.0
60620,2015-05-01,105500.0
60634,2015-05-01,231200.0
60626,2015-05-01,360000.0
60649,2015-05-01,170000.0
60616,2015-05-01,316100.0
60622,2015-05-01,630500.0
60615,2015-05-01,433100.0
60641,2015-05-01,239600.0
60660,2015-05-01,477800.0
60608,2015-05-01,195300.0
60657,2015-06-01,916700.0
60614,2015-06-01,1198800.0
60640,2015-06-01,682900.0
60647,2015-06-01,368400.0
60618,2015-06-01,380900.0
60613,2015-06-01,880900.0
60629,2015-06-01,135600.0
60625,2015-06-01,388100.0
60619,2015-06-01,121600.0
60610,2015-06-01,939000.0
60620,2015-06-01,106600.0
60634,2015-06-01,233000.0
60626,2015-06-01,362000.0
60649,2015-06-01,169000.0
60616,2015-06-01,317400.0
60622,2015-06-01,637700.0
60615,2015-06-01,433400.0
60641,2015-06-01,241900.0
60660,2015-06-01,481300.0
60608,2015-06-01,199100.0
60657,2015-07-01,917700.0
60614,2015-07-01,1200400.0
60640,2015-07-01,688200.0
60647,2015-07-01,369500.0
60618,2015-07-01,382100.0
60613,2015-07-01,888800.0
60629,2015-07-01,136300.0
60625,2015-07-01,390100.0
60619,2015-07-01,119900.0
60610,2015-07-01,940500.0
60620,2015-07-01,107900.0
60634,2015-07-01,233800.0
60626,2015-07-01,362700.0
60649,2015-07-01,162700.0
60616,2015-07-01,318700.0
60622,2015-07-01,641600.0
60615,2015-07-01,429000.0
60641,2015-07-01,243000.0
60660,2015-07-01,482700.0
60608,2015-07-01,201200.0
60657,2015-08-01,919800.0
60614,2015-08-01,1198900.0
60640,2015-08-01,692500.0
60647,2015-08-01,372600.0
60618,2015-08-01,382500.0
60613,2015-08-01,898300.0
60629,2015-08-01,136200.0
60625,2015-08-01,391100.0
60619,2015-08-01,117600.0
60610,2015-08-01,942100.0
60620,2015-08-01,110500.0
60634,2015-08-01,234300.0
60626,2015-08-01,361500.0
60649,2015-08-01,154400.0
60616,2015-08-01,318900.0
60622,2015-08-01,644800.0
60615,2015-08-01,424500.0
60641,2015-08-01,243300.0
60660,2015-08-01,483200.0
60608,2015-08-01,201800.0
60657,2015-09-01,925800.0
60614,2015-09-01,1200200.0
60640,2015-09-01,698400.0
60647,2015-09-01,377900.0
60618,2015-09-01,383900.0
60613,2015-09-01,906700.0
60629,2015-09-01,136400.0
60625,2015-09-01,391900.0
60619,2015-09-01,116700.0
60610,2015-09-01,942500.0
60620,2015-09-01,114900.0
60634,2015-09-01,235400.0
60626,2015-09-01,360100.0
60649,2015-09-01,146900.0
60616,2015-09-01,320100.0
60622,2015-09-01,653900.0
60615,2015-09-01,423900.0
60641,2015-09-01,244600.0
60660,2015-09-01,485700.0
60608,2015-09-01,203300.0
60657,2015-10-01,937100.0
60614,2015-10-01,1207400.0
60640,2015-10-01,708200.0
60647,2015-10-01,384400.0
60618,2015-10-01,387600.0
60613,2015-10-01,914500.0
60629,2015-10-01,138000.0
60625,2015-10-01,393600.0
60619,2015-10-01,116700.0
60610,2015-10-01,944000.0
60620,2015-10-01,119600.0
60634,2015-10-01,237400.0
60626,2015-10-01,359400.0
60649,2015-10-01,140600.0
60616,2015-10-01,322600.0
60622,2015-10-01,670200.0
60615,2015-10-01,422700.0
60641,2015-10-01,247900.0
60660,2015-10-01,490200.0
60608,2015-10-01,205400.0
60657,2015-11-01,948200.0
60614,2015-11-01,1218600.0
60640,2015-11-01,717300.0
60647,2015-11-01,390100.0
60618,2015-11-01,391900.0
60613,2015-11-01,922600.0
60629,2015-11-01,140000.0
60625,2015-11-01,395100.0
60619,2015-11-01,115400.0
60610,2015-11-01,948400.0
60620,2015-11-01,123100.0
60634,2015-11-01,239500.0
60626,2015-11-01,360700.0
60649,2015-11-01,135200.0
60616,2015-11-01,325500.0
60622,2015-11-01,685100.0
60615,2015-11-01,421500.0
60641,2015-11-01,251600.0
60660,2015-11-01,497100.0
60608,2015-11-01,207700.0
60657,2015-12-01,951000.0
60614,2015-12-01,1226600.0
60640,2015-12-01,726400.0
60647,2015-12-01,393900.0
60618,2015-12-01,395700.0
60613,2015-12-01,929400.0
60629,2015-12-01,140800.0
60625,2015-12-01,395200.0
60619,2015-12-01,113000.0
60610,2015-12-01,950700.0
60620,2015-12-01,124700.0
60634,2015-12-01,240600.0
60626,2015-12-01,362500.0
60649,2015-12-01,131100.0
60616,2015-12-01,327600.0
60622,2015-12-01,696700.0
60615,2015-12-01,422500.0
60641,2015-12-01,253600.0
60660,2015-12-01,504800.0
60608,2015-12-01,209500.0
60657,2016-01-01,952500.0
60614,2016-01-01,1230700.0
60640,2016-01-01,734700.0
60647,2016-01-01,398500.0
60618,2016-01-01,400500.0
60613,2016-01-01,935000.0
60629,2016-01-01,141300.0
60625,2016-01-01,396300.0
60619,2016-01-01,111000.0
60610,2016-01-01,951900.0
60620,2016-01-01,123800.0
60634,2016-01-01,240700.0
60626,2016-01-01,362500.0
60649,2016-01-01,127700.0
60616,2016-01-01,329900.0
60622,2016-01-01,707500.0
60615,2016-01-01,424300.0
60641,2016-01-01,254600.0
60660,2016-01-01,511100.0
60608,2016-01-01,210500.0
60657,2016-02-01,958600.0
60614,2016-02-01,1235400.0
60640,2016-02-01,739400.0
60647,2016-02-01,406100.0
60618,2016-02-01,408000.0
60613,2016-02-01,941200.0
60629,2016-02-01,142200.0
60625,2016-02-01,399800.0
60619,2016-02-01,110700.0
60610,2016-02-01,954800.0
60620,2016-02-01,122600.0
60634,2016-02-01,240900.0
60626,2016-02-01,364100.0
60649,2016-02-01,125700.0
60616,2016-02-01,332300.0
60622,2016-02-01,717900.0
60615,2016-02-01,427900.0
60641,2016-02-01,255200.0
60660,2016-02-01,515400.0
60608,2016-02-01,211400.0
60657,2016-03-01,966200.0
60614,2016-03-01,1241300.0
60640,2016-03-01,736900.0
60647,2016-03-01,415000.0
60618,2016-03-01,416100.0
60613,2016-03-01,946400.0
60629,2016-03-01,143300.0
60625,2016-03-01,403600.0
60619,2016-03-01,110800.0
60610,2016-03-01,960400.0
60620,2016-03-01,120800.0
60634,2016-03-01,241500.0
60626,2016-03-01,370900.0
60649,2016-03-01,125100.0
60616,2016-03-01,333700.0
60622,2016-03-01,728300.0
60615,2016-03-01,433400.0
60641,2016-03-01,255900.0
60660,2016-03-01,521100.0
60608,2016-03-01,214600.0
60657,2016-04-01,970400.0
60614,2016-04-01,1245700.0
60640,2016-04-01,732800.0
60647,2016-04-01,421900.0
60618,2016-04-01,421500.0
60613,2016-04-01,948900.0
60629,2016-04-01,144500.0
60625,2016-04-01,405500.0
60619,2016-04-01,111400.0
60610,2016-04-01,966600.0
60620,2016-04-01,119600.0
60634,2016-04-01,242400.0
60626,2016-04-01,378300.0
60649,2016-04-01,125100.0
60616,2016-04-01,334600.0
60622,2016-04-01,736300.0
60615,2016-04-01,436600.0
60641,2016-04-01,256600.0
60660,2016-04-01,526400.0
60608,2016-04-01,219000.0
60657,2016-05-01,973900.0
60614,2016-05-01,1247000.0
60640,2016-05-01,731000.0
60647,2016-05-01,426700.0
60618,2016-05-01,424500.0
60613,2016-05-01,951700.0
60629,2016-05-01,146100.0
60625,2016-05-01,407000.0
60619,2016-05-01,112500.0
60610,2016-05-01,974900.0
60620,2016-05-01,119500.0
60634,2016-05-01,243700.0
60626,2016-05-01,385300.0
60649,2016-05-01,125200.0
60616,2016-05-01,336600.0
60622,2016-05-01,742400.0
60615,2016-05-01,441500.0
60641,2016-05-01,256900.0
60660,2016-05-01,529700.0
60608,2016-05-01,221800.0
60657,2016-06-01,974700.0
60614,2016-06-01,1246700.0
60640,2016-06-01,730500.0
60647,2016-06-01,430400.0
60618,2016-06-01,427900.0
60613,2016-06-01,953900.0
60629,2016-06-01,147600.0
60625,2016-06-01,409100.0
60619,2016-06-01,113500.0
60610,2016-06-01,980100.0
60620,2016-06-01,119800.0
60634,2016-06-01,245000.0
60626,2016-06-01,389300.0
60649,2016-06-01,126300.0
60616,2016-06-01,339300.0
60622,2016-06-01,748600.0
60615,2016-06-01,449800.0
60641,2016-06-01,257000.0
60660,2016-06-01,529300.0
60608,2016-06-01,222700.0
60657,2016-07-01,972600.0
60614,2016-07-01,1245700.0
60640,2016-07-01,730800.0
60647,2016-07-01,434700.0
60618,2016-07-01,433400.0
60613,2016-07-01,954600.0
60629,2016-07-01,149000.0
60625,2016-07-01,411300.0
60619,2016-07-01,113000.0
60610,2016-07-01,976500.0
60620,2016-07-01,119300.0
60634,2016-07-01,245900.0
60626,2016-07-01,387700.0
60649,2016-07-01,129400.0
60616,2016-07-01,340900.0
60622,2016-07-01,753600.0
60615,2016-07-01,458500.0
60641,2016-07-01,257400.0
60660,2016-07-01,527000.0
60608,2016-07-01,223700.0
60657,2016-08-01,974300.0
60614,2016-08-01,1246000.0
60640,2016-08-01,735500.0
60647,2016-08-01,439000.0
60618,2016-08-01,440500.0
60613,2016-08-01,957200.0
60629,2016-08-01,150100.0
60625,2016-08-01,413500.0
60619,2016-08-01,113100.0
60610,2016-08-01,973600.0
60620,2016-08-01,119300.0
60634,2016-08-01,246300.0
60626,2016-08-01,383600.0
60649,2016-08-01,132300.0
60616,2016-08-01,342300.0
60622,2016-08-01,753300.0
60615,2016-08-01,464300.0
60641,2016-08-01,259000.0
60660,2016-08-01,526300.0
60608,2016-08-01,227300.0
60657,2016-09-01,980800.0
60614,2016-09-01,1247700.0
60640,2016-09-01,740000.0
60647,2016-09-01,442800.0
60618,2016-09-01,448000.0
60613,2016-09-01,963900.0
60629,2016-09-01,150800.0
60625,2016-09-01,417600.0
60619,2016-09-01,114700.0
60610,2016-09-01,980600.0
60620,2016-09-01,118900.0
60634,2016-09-01,246700.0
60626,2016-09-01,383800.0
60649,2016-09-01,133000.0
60616,2016-09-01,344000.0
60622,2016-09-01,749300.0
60615,2016-09-01,467700.0
60641,2016-09-01,261200.0
60660,2016-09-01,528600.0
60608,2016-09-01,233100.0
60657,2016-10-01,988000.0
60614,2016-10-01,1252900.0
60640,2016-10-01,740100.0
60647,2016-10-01,445200.0
60618,2016-10-01,454900.0
60613,2016-10-01,972200.0
60629,2016-10-01,151700.0
60625,2016-10-01,423500.0
60619,2016-10-01,118800.0
60610,2016-10-01,994000.0
60620,2016-10-01,119100.0
60634,2016-10-01,247300.0
60626,2016-10-01,385900.0
60649,2016-10-01,134800.0
60616,2016-10-01,346400.0
60622,2016-10-01,746700.0
60615,2016-10-01,469900.0
60641,2016-10-01,263400.0
60660,2016-10-01,532400.0
60608,2016-10-01,238900.0
60657,2016-11-01,994700.0
60614,2016-11-01,1260900.0
60640,2016-11-01,741500.0
60647,2016-11-01,447700.0
60618,2016-11-01,461100.0
60613,2016-11-01,982000.0
60629,2016-11-01,152300.0
60625,2016-11-01,431200.0
60619,2016-11-01,123800.0
60610,2016-11-01,1006800.0
60620,2016-11-01,120300.0
60634,2016-11-01,248600.0
60626,2016-11-01,387600.0
60649,2016-11-01,140800.0
60616,2016-11-01,348800.0
60622,2016-11-01,749200.0
60615,2016-11-01,472100.0
60641,2016-11-01,265400.0
60660,2016-11-01,535700.0
60608,2016-11-01,242200.0
60657,2016-12-01,998700.0
60614,2016-12-01,1267900.0
60640,2016-12-01,746100.0
60647,2016-12-01,448000.0
60618,2016-12-01,464500.0
60613,2016-12-01,989700.0
60629,2016-12-01,152100.0
60625,2016-12-01,437400.0
60619,2016-12-01,126900.0
60610,2016-12-01,1018700.0
60620,2016-12-01,120600.0
60634,2016-12-01,249800.0
60626,2016-12-01,390000.0
60649,2016-12-01,148200.0
60616,2016-12-01,349900.0
60622,2016-12-01,753400.0
60615,2016-12-01,476200.0
60641,2016-12-01,267300.0
60660,2016-12-01,536500.0
60608,2016-12-01,243800.0
60657,2017-01-01,997000.0
60614,2017-01-01,1272600.0
60640,2017-01-01,749500.0
60647,2017-01-01,445400.0
60618,2017-01-01,464400.0
60613,2017-01-01,991200.0
60629,2017-01-01,151400.0
60625,2017-01-01,440100.0
60619,2017-01-01,128100.0
60610,2017-01-01,1025300.0
60620,2017-01-01,120700.0
60634,2017-01-01,250200.0
60626,2017-01-01,393700.0
60649,2017-01-01,151800.0
60616,2017-01-01,350300.0
60622,2017-01-01,756000.0
60615,2017-01-01,478500.0
60641,2017-01-01,268300.0
60660,2017-01-01,533300.0
60608,2017-01-01,244500.0
60657,2017-02-01,993700.0
60614,2017-02-01,1276600.0
60640,2017-02-01,754800.0
60647,2017-02-01,445000.0
60618,2017-02-01,464200.0
60613,2017-02-01,992100.0
60629,2017-02-01,151600.0
60625,2017-02-01,442300.0
60619,2017-02-01,128300.0
60610,2017-02-01,1027500.0
60620,2017-02-01,121400.0
60634,2017-02-01,250300.0
60626,2017-02-01,396800.0
60649,2017-02-01,151200.0
60616,2017-02-01,351900.0
60622,2017-02-01,759800.0
60615,2017-02-01,478700.0
60641,2017-02-01,270100.0
60660,2017-02-01,530800.0
60608,2017-02-01,244600.0
60657,2017-03-01,991300.0
60614,2017-03-01,1280300.0
60640,2017-03-01,765800.0
60647,2017-03-01,447900.0
60618,2017-03-01,464700.0
60613,2017-03-01,994100.0
60629,2017-03-01,152900.0
60625,2017-03-01,445800.0
60619,2017-03-01,127600.0
60610,2017-03-01,1028200.0
60620,2017-03-01,121600.0
60634,2017-03-01,250500.0
60626,2017-03-01,398100.0
60649,2017-03-01,151100.0
60616,2017-03-01,353600.0
60622,2017-03-01,762700.0
60615,2017-03-01,475700.0
60641,2017-03-01,272500.0
60660,2017-03-01,526000.0
60608,2017-03-01,243000.0
60657,2017-04-01,989200.0
60614,2017-04-01,1282500.0
60640,2017-04-01,776600.0
60647,2017-04-01,450600.0
60618,2017-04-01,464400.0
60613,2017-04-01,996300.0
60629,2017-04-01,153800.0
60625,2017-04-01,449000.0
60619,2017-04-01,127100.0
60610,2017-04-01,1031500.0
60620,2017-04-01,121200.0
60634,2017-04-01,250900.0
60626,2017-04-01,398800.0
60649,2017-04-01,152100.0
60616,2017-04-01,355000.0
60622,2017-04-01,764000.0
60615,2017-04-01,471300.0
60641,2017-04-01,274500.0
60660,2017-04-01,520200.0
60608,2017-04-01,240700.0
60657,2017-05-01,991300.0
60614,2017-05-01,1286000.0
60640,2017-05-01,785900.0
60647,2017-05-01,453700.0
60618,2017-05-01,464300.0
60613,2017-05-01,1000600.0
60629,2017-05-01,154600.0
60625,2017-05-01,450700.0
60619,2017-05-01,127900.0
60610,2017-05-01,1035700.0
60620,2017-05-01,121600.0
60634,2017-05-01,252000.0
60626,2017-05-01,398800.0
60649,2017-05-01,152300.0
60616,2017-05-01,356700.0
60622,2017-05-01,767500.0
60615,2017-05-01,464100.0
60641,2017-05-01,276700.0
60660,2017-05-01,515700.0
60608,2017-05-01,239100.0
60657,2017-06-01,999100.0
60614,2017-06-01,1289000.0
60640,2017-06-01,795500.0
60647,2017-06-01,457300.0
60618,2017-06-01,464100.0
60613,2017-06-01,1009000.0
60629,2017-06-01,156000.0
60625,2017-06-01,451500.0
60619,2017-06-01,128100.0
60610,2017-06-01,1041700.0
60620,2017-06-01,122900.0
60634,2017-06-01,253000.0
60626,2017-06-01,399900.0
60649,2017-06-01,149500.0
60616,2017-06-01,357200.0
60622,2017-06-01,773100.0
60615,2017-06-01,457200.0
60641,2017-06-01,279200.0
60660,2017-06-01,514500.0
60608,2017-06-01,237800.0
60657,2017-07-01,1005500.0
60614,2017-07-01,1289800.0
60640,2017-07-01,798000.0
60647,2017-07-01,459600.0
60618,2017-07-01,462700.0
60613,2017-07-01,1015000.0
60629,2017-07-01,157600.0
60625,2017-07-01,452300.0
60619,2017-07-01,128200.0
60610,2017-07-01,1044200.0
60620,2017-07-01,125000.0
60634,2017-07-01,254300.0
60626,2017-07-01,402600.0
60649,2017-07-01,148200.0
60616,2017-07-01,355500.0
60622,2017-07-01,782000.0
60615,2017-07-01,454000.0
60641,2017-07-01,281200.0
60660,2017-07-01,514600.0
60608,2017-07-01,235700.0
60657,2017-08-01,1007500.0
60614,2017-08-01,1287700.0
60640,2017-08-01,787100.0
60647,2017-08-01,461400.0
60618,2017-08-01,461200.0
60613,2017-08-01,1017600.0
60629,2017-08-01,158600.0
60625,2017-08-01,453600.0
60619,2017-08-01,129000.0
60610,2017-08-01,1041800.0
60620,2017-08-01,127200.0
60634,2017-08-01,255600.0
60626,2017-08-01,404200.0
60649,2017-08-01,150900.0
60616,2017-08-01,353000.0
60622,2017-08-01,794900.0
60615,2017-08-01,455200.0
60641,2017-08-01,282300.0
60660,2017-08-01,515900.0
60608,2017-08-01,233700.0
60657,2017-09-01,1007800.0
60614,2017-09-01,1287400.0
60640,2017-09-01,776100.0
60647,2017-09-01,464300.0
60618,2017-09-01,459900.0
60613,2017-09-01,1020900.0
60629,2017-09-01,159500.0
60625,2017-09-01,456000.0
60619,2017-09-01,129100.0
60610,2017-09-01,1038100.0
60620,2017-09-01,128300.0
60634,2017-09-01,256400.0
60626,2017-09-01,401500.0
60649,2017-09-01,156700.0
60616,2017-09-01,351100.0
60622,2017-09-01,807000.0
60615,2017-09-01,454000.0
60641,2017-09-01,283400.0
60660,2017-09-01,515100.0
60608,2017-09-01,231600.0
60657,2017-10-01,1009600.0
60614,2017-10-01,1291500.0
60640,2017-10-01,774900.0
60647,2017-10-01,466500.0
60618,2017-10-01,459200.0
60613,2017-10-01,1027800.0
60629,2017-10-01,160600.0
60625,2017-10-01,459100.0
60619,2017-10-01,128500.0
60610,2017-10-01,1039200.0
60620,2017-10-01,129100.0
60634,2017-10-01,257000.0
60626,2017-10-01,398200.0
60649,2017-10-01,159800.0
60616,2017-10-01,350000.0
60622,2017-10-01,813400.0
60615,2017-10-01,451900.0
60641,2017-10-01,284900.0
60660,2017-10-01,513600.0
60608,2017-10-01,230000.0
60657,2017-11-01,1013300.0
60614,2017-11-01,1296600.0
60640,2017-11-01,777900.0
60647,2017-11-01,467900.0
60618,2017-11-01,458700.0
60613,2017-11-01,1034400.0
60629,2017-11-01,161700.0
60625,2017-11-01,461900.0
60619,2017-11-01,127900.0
60610,2017-11-01,1042000.0
60620,2017-11-01,129400.0
60634,2017-11-01,257600.0
60626,2017-11-01,398200.0
60649,2017-11-01,159400.0
60616,2017-11-01,350000.0
60622,2017-11-01,816200.0
60615,2017-11-01,450700.0
60641,2017-11-01,286100.0
60660,2017-11-01,514500.0
60608,2017-11-01,229800.0
60657,2017-12-01,1018700.0
60614,2017-12-01,1299000.0
60640,2017-12-01,777900.0
60647,2017-12-01,470600.0
60618,2017-12-01,457900.0
60613,2017-12-01,1041300.0
60629,2017-12-01,162600.0
60625,2017-12-01,463100.0
60619,2017-12-01,127800.0
60610,2017-12-01,1045700.0
60620,2017-12-01,128300.0
60634,2017-12-01,258600.0
60626,2017-12-01,397100.0
60649,2017-12-01,155800.0
60616,2017-12-01,349900.0
60622,2017-12-01,816300.0
60615,2017-12-01,449600.0
60641,2017-12-01,286900.0
60660,2017-12-01,517700.0
60608,2017-12-01,230100.0
60657,2018-01-01,1024400.0
60614,2018-01-01,1302700.0
60640,2018-01-01,778500.0
60647,2018-01-01,474500.0
60618,2018-01-01,457400.0
60613,2018-01-01,1051300.0
60629,2018-01-01,163500.0
60625,2018-01-01,464100.0
60619,2018-01-01,127100.0
60610,2018-01-01,1050800.0
60620,2018-01-01,127700.0
60634,2018-01-01,260500.0
60626,2018-01-01,393100.0
60649,2018-01-01,154100.0
60616,2018-01-01,350100.0
60622,2018-01-01,819300.0
60615,2018-01-01,450100.0
60641,2018-01-01,288300.0
60660,2018-01-01,521500.0
60608,2018-01-01,231100.0
60657,2018-02-01,1030700.0
60614,2018-02-01,1306400.0
60640,2018-02-01,780500.0
60647,2018-02-01,475100.0
60618,2018-02-01,459000.0
60613,2018-02-01,1059300.0
60629,2018-02-01,164000.0
60625,2018-02-01,464200.0
60619,2018-02-01,126800.0
60610,2018-02-01,1050400.0
60620,2018-02-01,128000.0
60634,2018-02-01,262400.0
60626,2018-02-01,390800.0
60649,2018-02-01,151100.0
60616,2018-02-01,351500.0
60622,2018-02-01,819700.0
60615,2018-02-01,453000.0
60641,2018-02-01,289800.0
60660,2018-02-01,524100.0
60608,2018-02-01,233700.0
60657,2018-03-01,1033800.0
60614,2018-03-01,1308500.0
60640,2018-03-01,782800.0
60647,2018-03-01,472600.0
60618,2018-03-01,462500.0
60613,2018-03-01,1060200.0
60629,2018-03-01,164000.0
60625,2018-03-01,463200.0
60619,2018-03-01,128000.0
60610,2018-03-01,1045000.0
60620,2018-03-01,129000.0
60634,2018-03-01,265100.0
60626,2018-03-01,389400.0
60649,2018-03-01,143700.0
60616,2018-03-01,354100.0
60622,2018-03-01,815400.0
60615,2018-03-01,455700.0
60641,2018-03-01,291000.0
60660,2018-03-01,526300.0
60608,2018-03-01,235700.0
60657,2018-04-01,1030600.0
60614,2018-04-01,1307000.0
60640,2018-04-01,782800.0
60647,2018-04-01,470200.0
60618,2018-04-01,464300.0
60613,2018-04-01,1055300.0
60629,2018-04-01,163800.0
60625,2018-04-01,461100.0
60619,2018-04-01,129600.0
60610,2018-04-01,1039700.0
60620,2018-04-01,130300.0
60634,2018-04-01,267600.0
60626,2018-04-01,385900.0
60649,2018-04-01,136800.0
60616,2018-04-01,355500.0
60622,2018-04-01,811100.0
60615,2018-04-01,456200.0
60641,2018-04-01,291500.0
60660,2018-04-01,526300.0
60608,2018-04-01,236000.0
